time,utilization_percent,ACC_TFLOPS,cap_tflops_TFLOPS
873,95.02,64.638179,81.81675
874,95.02,64.654319,81.81675
875,95.02,64.670421,81.81675
876,95.02,64.686487,81.81675
877,95.02,64.702516,81.81675
878,95.02,64.718509,81.81675
879,95.02,64.734465,81.81675
880,95.02,64.750385,81.81675
881,95.02,64.766269,81.81675
882,95.02,64.782117,81.81675
883,95.02,64.797929,81.81675
884,95.02,64.813705,81.81675
885,95.02,64.829446,81.81675
886,95.02,64.845151,81.81675
887,95.02,64.860821,81.81675
888,83.6,64.876455,81.81675
889,83.6,64.881542,81.81675
890,83.6,64.886617,81.81675
891,83.6,64.891682,81.81675
892,83.6,64.896735,81.81675
893,83.6,64.901776,81.81675
894,83.6,64.906806,81.81675
895,83.6,64.911825,81.81675
896,83.6,64.916833,81.81675
897,83.6,64.92183,81.81675
898,83.6,64.926815,81.81675
899,83.6,64.93179,81.81675
900,83.6,64.936753,81.81675
901,83.6,64.941705,81.81675
902,83.6,64.946647,81.81675
903,83.6,64.951577,81.81675
904,83.6,64.956496,81.81675
905,83.6,64.961405,81.81675
906,83.6,64.966303,81.81675
907,83.6,64.97119,81.81675
908,83.6,64.976066,81.81675
909,83.6,64.980932,81.81675
910,83.6,64.985786,81.81675
911,83.6,64.990631,81.81675
912,83.6,64.995464,81.81675
913,83.6,65.000287,81.81675
914,83.6,65.005099,81.81675
915,72.18,65.009901,81.81675
916,72.18,65.00449,81.81675
917,72.18,64.999091,81.81675
918,72.18,64.993704,81.81675
919,72.18,64.988328,81.81675
920,72.18,64.982964,81.81675
921,64.18,64.977612,81.81675
922,64.18,64.965172,81.81675
923,54.71,64.95276,81.81675
924,54.71,64.931991,81.81675
925,54.71,64.911268,81.81675
926,54.71,64.890589,81.81675
927,54.71,64.869955,81.81675
928,54.71,64.849366,81.81675
929,54.71,64.82882,81.81675
930,54.71,64.808319,81.81675
931,54.71,64.787862,81.81675
932,54.71,64.767449,81.81675
933,54.71,64.74708,81.81675
934,54.71,64.726754,81.81675
935,54.71,64.706472,81.81675
936,54.71,64.686233,81.81675
937,54.71,64.666037,81.81675
938,54.71,64.645885,81.81675
939,54.71,64.625775,81.81675
940,54.71,64.605708,81.81675
941,54.71,64.585684,81.81675
942,54.71,64.565702,81.81675
943,54.71,64.545763,81.81675
944,54.71,64.525865,81.81675
945,54.71,64.50601,81.81675
946,54.71,64.486197,81.81675
947,54.71,64.466426,81.81675
948,54.71,64.446697,81.81675
949,54.71,64.427009,81.81675
950,54.71,64.407362,81.81675
951,54.71,64.387757,81.81675
952,45.24,64.368193,81.81675
953,45.24,64.340543,81.81675
954,45.24,64.312951,81.81675
955,45.24,64.285416,81.81675
956,45.24,64.257939,81.81675
957,45.24,64.23052,81.81675
958,57.82,64.203158,81.81675
959,57.82,64.186583,81.81675
960,57.82,64.170043,81.81675
961,57.82,64.153538,81.81675
962,57.82,64.137067,81.81675
963,57.82,64.12063,81.81675
964,57.82,64.104227,81.81675
965,57.82,64.087858,81.81675
966,57.82,64.071523,81.81675
967,66.67,64.055222,81.81675
968,75.73,64.04643,81.81675
969,75.73,64.045311,81.81675
970,75.73,64.044195,81.81675
971,75.73,64.043081,81.81675
972,75.73,64.041969,81.81675
973,75.73,64.04086,81.81675
974,75.73,64.039753,81.81675
975,75.73,64.038648,81.81675
976,75.73,64.037545,81.81675
977,75.73,64.036445,81.81675
978,75.73,64.035347,81.81675
979,75.73,64.034251,81.81675
980,75.73,64.033158,81.81675
981,75.73,64.032066,81.81675
982,83.24,64.030977,81.81675
983,83.24,64.036142,81.81675
984,83.24,64.041296,81.81675
985,83.24,64.04644,81.81675
986,83.24,64.051573,81.81675
987,83.24,64.056696,81.81675
988,83.24,64.061809,81.81675
989,83.24,64.066911,81.81675
990,83.24,64.072003,81.81675
991,83.24,64.077084,81.81675
992,83.24,64.082156,81.81675
993,83.24,64.087217,81.81675
994,83.24,64.092268,81.81675
995,83.24,64.097309,81.81675
996,83.24,64.10234,81.81675
997,95.82,64.10736,81.81675
998,95.82,64.122682,81.81675
999,95.82,64.137973,81.81675
1000,95.82,64.153234,81.81675
1001,95.82,64.168464,81.81675
1002,95.82,64.183664,81.81675
1003,95.82,64.198833,81.81675
1004,95.82,64.213973,81.81675
1005,95.82,64.229082,81.81675
1006,95.82,64.244161,81.81675
1007,95.82,64.25921,81.81675
1008,95.82,64.274229,81.81675
1009,95.82,64.289219,81.81675
1010,95.82,64.304178,81.81675
1011,95.82,64.319109,81.81675
1012,95.82,64.334009,81.81675
1013,95.82,64.348881,81.81675
1014,95.82,64.363723,81.81675
1015,95.82,64.378535,81.81675
1016,95.82,64.393319,81.81675
1017,95.82,64.408073,81.81675
1018,95.82,64.422799,81.81675
1019,95.82,64.437495,81.81675
1020,95.82,64.452163,81.81675
1021,95.82,64.466802,81.81675
1022,95.82,64.481413,81.81675
1023,95.82,64.495995,81.81675
1024,95.82,64.510548,81.81675
1025,95.82,64.525073,81.81675
1026,95.82,64.539569,81.81675
1027,95.82,64.554038,81.81675
1028,95.82,64.568478,81.81675
1029,95.82,64.58289,81.81675
1030,95.82,64.597275,81.81675
1031,95.82,64.611631,81.81675
1032,95.82,64.625959,81.81675
1033,95.82,64.64026,81.81675
1034,95.82,64.654533,81.81675
1035,95.82,64.668779,81.81675
1036,95.82,64.682997,81.81675
1037,95.82,64.697187,81.81675
1038,95.82,64.711351,81.81675
1039,95.82,64.725486,81.81675
1040,95.82,64.739595,81.81675
1041,95.82,64.753677,81.81675
1042,95.82,64.767732,81.81675
1043,95.82,64.781759,81.81675
1044,95.82,64.79576,81.81675
1045,95.82,64.809734,81.81675
1046,95.82,64.823682,81.81675
1047,95.82,64.837602,81.81675
1048,95.82,64.851496,81.81675
1049,95.82,64.865364,81.81675
1050,95.82,64.879205,81.81675
1051,95.82,64.89302,81.81675
1052,95.82,64.906809,81.81675
1053,95.82,64.920571,81.81675
1054,95.82,64.934307,81.81675
1055,95.82,64.948018,81.81675
1056,95.82,64.961702,81.81675
1057,95.82,64.97536,81.81675
1058,95.82,64.988993,81.81675
1059,95.82,65.0026,81.81675
1060,95.82,65.016181,81.81675
1061,95.82,65.029736,81.81675
1062,87.82,65.043266,81.81675
1063,87.82,65.050614,81.81675
1064,87.82,65.057947,81.81675
1065,87.82,65.065266,81.81675
1066,78.36,65.072572,81.81675
1067,78.36,65.072605,81.81675
1068,78.36,65.072639,81.81675
1069,78.36,65.072672,81.81675
1070,78.36,65.072705,81.81675
1071,78.36,65.072738,81.81675
1072,78.36,65.07277,81.81675
1073,78.36,65.072803,81.81675
1074,78.36,65.072836,81.81675
1075,78.36,65.072869,81.81675
1076,78.36,65.072901,81.81675
1077,78.36,65.072934,81.81675
1078,78.36,65.072966,81.81675
1079,78.36,65.072999,81.81675
1080,78.36,65.073031,81.81675
1081,78.36,65.073063,81.81675
1082,78.36,65.073096,81.81675
1083,78.36,65.073128,81.81675
1084,78.36,65.07316,81.81675
1085,78.36,65.073192,81.81675
1086,78.36,65.073224,81.81675
1087,78.36,65.073256,81.81675
1088,78.36,65.073288,81.81675
1089,78.36,65.07332,81.81675
1090,78.36,65.073352,81.81675
1091,78.36,65.073383,81.81675
1092,78.36,65.073415,81.81675
1093,78.36,65.073447,81.81675
1094,78.36,65.073478,81.81675
