time,utilization_percent,ACC_TFLOPS,cap_tflops_TFLOPS
192,98.36,56.76037,81.81675
193,98.36,56.883225,81.81675
194,98.36,57.004813,81.81675
195,98.36,57.125154,81.81675
196,98.36,57.244267,81.81675
197,98.36,57.362171,81.81675
198,98.36,57.478884,81.81675
199,98.36,57.594424,81.81675
200,98.36,57.708808,81.81675
201,98.36,57.822055,81.81675
202,98.36,57.93418,81.81675
203,98.36,58.0452,81.81675
204,98.36,58.155132,81.81675
205,98.36,58.263991,81.81675
206,98.36,58.371794,81.81675
207,98.36,58.478555,81.81675
208,98.36,58.584289,81.81675
209,98.36,58.689012,81.81675
210,98.36,58.792737,81.81675
211,98.36,58.895479,81.81675
212,98.36,58.997252,81.81675
213,98.36,59.098069,81.81675
214,98.36,59.197944,81.81675
215,98.36,59.29689,81.81675
216,98.36,59.39492,81.81675
217,98.36,59.492046,81.81675
218,98.36,59.588282,81.81675
219,98.36,59.683638,81.81675
220,98.36,59.778127,81.81675
221,98.36,59.871762,81.81675
222,98.36,59.964553,81.81675
223,98.36,60.056511,81.81675
224,98.36,60.147649,81.81675
225,98.36,60.237976,81.81675
226,98.36,60.327504,81.81675
227,98.36,60.416243,81.81675
228,98.36,60.504204,81.81675
229,98.36,60.591397,81.81675
230,98.36,60.677831,81.81675
231,98.36,60.763517,81.81675
232,98.36,60.848465,81.81675
233,98.36,60.932683,81.81675
234,98.36,61.016182,81.81675
235,98.36,61.098969,81.81675
236,98.36,61.181056,81.81675
237,98.36,61.262449,81.81675
238,98.36,61.343159,81.81675
239,98.36,61.423193,81.81675
240,98.36,61.50256,81.81675
241,98.36,61.581269,81.81675
242,98.36,61.659327,81.81675
243,98.36,61.736742,81.81675
244,98.36,61.813523,81.81675
245,98.36,61.889678,81.81675
246,98.36,61.965213,81.81675
247,98.36,62.040136,81.81675
248,98.36,62.114456,81.81675
249,98.36,62.188178,81.81675
250,98.36,62.26131,81.81675
251,98.36,62.33386,81.81675
252,98.36,62.405834,81.81675
253,98.36,62.477239,81.81675
254,98.36,62.548082,81.81675
255,98.36,62.618369,81.81675
256,98.36,62.688107,81.81675
257,98.36,62.757303,81.81675
258,98.36,62.825962,81.81675
259,98.36,62.894091,81.81675
260,98.36,62.961695,81.81675
261,98.36,63.028782,81.81675
262,98.36,63.095357,81.81675
263,98.36,63.161425,81.81675
264,98.36,63.226993,81.81675
265,98.36,63.292066,81.81675
266,98.36,63.356649,81.81675
267,98.36,63.420749,81.81675
268,98.36,63.484371,81.81675
269,98.36,63.547519,81.81675
270,98.36,63.6102,81.81675
271,98.36,63.672418,81.81675
272,98.36,63.734179,81.81675
273,98.36,63.795487,81.81675
274,98.36,63.856348,81.81675
275,98.36,63.916766,81.81675
276,98.36,63.976746,81.81675
277,98.36,64.036293,81.81675
278,98.36,64.095412,81.81675
279,98.36,64.154107,81.81675
280,98.36,64.212383,81.81675
281,98.36,64.270244,81.81675
282,98.36,64.327694,81.81675
283,98.36,64.384739,81.81675
284,98.36,64.441382,81.81675
285,98.36,64.497627,81.81675
286,98.36,64.553479,81.81675
287,98.36,64.608942,81.81675
288,98.36,64.66402,81.81675
289,98.36,64.718716,81.81675
290,98.36,64.773036,81.81675
291,98.36,64.826982,81.81675
292,98.36,64.880558,81.81675
293,98.36,64.933769,81.81675
294,98.36,64.986618,81.81675
295,98.36,65.039108,81.81675
296,98.36,65.091244,81.81675
297,98.36,65.143029,81.81675
298,98.36,65.194466,81.81675
299,98.36,65.245559,81.81675
300,98.36,65.296312,81.81675
301,98.36,65.346727,81.81675
302,98.36,65.396809,81.81675
303,98.36,65.446559,81.81675
304,98.36,65.495983,81.81675
305,98.36,65.545082,81.81675
306,98.36,65.593861,81.81675
307,98.36,65.642322,81.81675
308,98.36,65.690468,81.81675
309,98.36,65.738302,81.81675
310,98.36,65.785828,81.81675
311,98.36,65.833048,81.81675
312,98.36,65.879966,81.81675
313,98.36,65.926584,81.81675
314,98.36,65.972905,81.81675
315,98.36,66.018931,81.81675
316,98.36,66.064667,81.81675
317,98.36,66.110113,81.81675
318,98.36,66.155275,81.81675
319,98.36,66.200152,81.81675
320,98.36,66.24475,81.81675
321,98.36,66.289069,81.81675
322,98.36,66.333114,81.81675
323,98.36,66.376885,81.81675
324,98.36,66.420386,81.81675
325,98.36,66.46362,81.81675
326,98.36,66.506588,81.81675
327,98.36,66.549294,81.81675
328,98.36,66.591739,81.81675
329,98.36,66.633926,81.81675
330,98.36,66.675858,81.81675
331,98.36,66.717536,81.81675
332,98.36,66.758963,81.81675
333,98.36,66.800141,81.81675
334,98.36,66.841073,81.81675
335,98.36,66.88176,81.81675
336,98.36,66.922205,81.81675
337,98.36,66.962411,81.81675
338,98.36,67.002378,81.81675
339,98.36,67.042109,81.81675
340,98.36,67.081607,81.81675
341,98.36,67.120873,81.81675
342,98.36,67.159909,81.81675
343,98.36,67.198718,81.81675
344,98.36,67.237301,81.81675
345,98.36,67.275661,81.81675
346,98.36,67.313798,81.81675
347,84.98,67.351716,81.81675
348,84.98,67.357964,81.81675
349,84.98,67.364177,81.81675
350,84.98,67.370353,81.81675
351,72.67,67.376495,81.81675
352,72.67,67.353987,81.81675
353,72.67,67.331606,81.81675
354,72.67,67.309351,81.81675
355,72.67,67.287222,81.81675
356,72.67,67.265217,81.81675
357,60.36,67.243336,81.81675
358,60.36,67.193441,81.81675
359,46.98,67.143824,81.81675
360,46.98,67.066857,81.81675
361,46.98,66.990316,81.81675
362,46.98,66.914198,81.81675
363,46.98,66.8385,81.81675
364,46.98,66.763217,81.81675
365,46.98,66.688348,81.81675
366,46.98,66.613887,81.81675
367,46.98,66.539832,81.81675
368,46.98,66.466179,81.81675
369,46.98,66.392926,81.81675
370,46.98,66.320068,81.81675
371,46.98,66.247604,81.81675
372,46.98,66.175529,81.81675
373,46.98,66.10384,81.81675
374,46.98,66.032535,81.81675
375,46.98,65.96161,81.81675
376,34.67,65.891062,81.81675
377,34.67,65.794171,81.81675
378,34.67,65.697793,81.81675
379,34.67,65.601923,81.81675
380,34.67,65.506558,81.81675
381,34.67,65.411693,81.81675
382,34.67,65.317325,81.81675
383,22.67,65.22345,81.81675
384,22.67,65.104496,81.81675
385,22.67,64.98616,81.81675
386,22.67,64.868437,81.81675
387,22.67,64.751323,81.81675
388,22.67,64.634812,81.81675
389,22.67,64.5189,81.81675
390,22.67,64.403583,81.81675
391,22.67,64.288855,81.81675
392,22.67,64.174713,81.81675
393,22.67,64.061152,81.81675
394,22.67,63.948167,81.81675
395,22.67,63.835754,81.81675
396,22.67,63.723909,81.81675
397,22.67,63.612628,81.81675
398,22.67,63.501905,81.81675
399,22.67,63.391738,81.81675
400,22.67,63.282122,81.81675
401,22.67,63.173052,81.81675
402,30.89,63.064525,81.81675
403,30.89,62.973229,81.81675
404,30.89,62.882385,81.81675
405,30.89,62.79199,81.81675
406,30.89,62.70204,81.81675
407,30.89,62.612532,81.81675
408,30.89,62.523462,81.81675
409,30.89,62.434829,81.81675
410,30.89,62.346627,81.81675
411,30.89,62.258855,81.81675
412,39.11,62.171509,81.81675
413,39.11,62.100875,81.81675
414,39.11,62.030581,81.81675
415,39.11,61.960627,81.81675
416,39.11,61.891008,81.81675
417,39.11,61.821724,81.81675
418,39.11,61.752771,81.81675
419,39.11,61.684148,81.81675
420,39.11,61.615851,81.81675
421,39.11,61.547878,81.81675
422,51.11,61.480228,81.81675
423,51.11,61.436108,81.81675
424,51.11,61.392196,81.81675
425,51.11,61.348491,81.81675
426,51.11,61.304991,81.81675
427,51.11,61.261694,81.81675
428,59.33,61.2186,81.81675
429,59.33,61.191388,81.81675
430,59.33,61.164302,81.81675
431,59.33,61.137343,81.81675
432,59.33,61.110508,81.81675
433,59.33,61.083796,81.81675
434,59.33,61.057208,81.81675
435,59.33,61.030743,81.81675
436,59.33,61.004398,81.81675
437,68.18,60.978175,81.81675
438,68.18,60.968592,81.81675
439,68.18,60.959052,81.81675
440,76.18,60.949556,81.81675
441,76.18,60.954946,81.81675
442,76.18,60.96031,81.81675
443,76.18,60.965651,81.81675
444,76.18,60.970967,81.81675
445,76.18,60.97626,81.81675
446,76.18,60.981529,81.81675
447,76.18,60.986774,81.81675
448,76.18,60.991996,81.81675
449,76.18,60.997195,81.81675
450,76.18,61.00237,81.81675
451,76.18,61.007523,81.81675
452,88.18,61.012653,81.81675
453,88.18,61.039433,81.81675
454,88.18,61.066096,81.81675
455,88.18,61.092641,81.81675
456,88.18,61.11907,81.81675
457,88.18,61.145383,81.81675
458,88.18,61.171581,81.81675
459,88.18,61.197665,81.81675
460,88.18,61.223636,81.81675
461,88.18,61.249494,81.81675
462,88.18,61.27524,81.81675
463,88.18,61.300875,81.81675
464,88.18,61.326399,81.81675
465,88.18,61.351814,81.81675
466,88.18,61.37712,81.81675
467,88.18,61.402317,81.81675
468,88.18,61.427406,81.81675
469,88.18,61.452389,81.81675
470,88.18,61.477265,81.81675
471,80.62,61.502035,81.81675
472,80.62,61.513604,81.81675
473,80.62,61.525124,81.81675
474,80.62,61.536595,81.81675
475,80.62,61.548018,81.81675
476,80.62,61.559393,81.81675
477,80.62,61.57072,81.81675
478,80.62,61.582,81.81675
479,80.62,61.593233,81.81675
480,80.62,61.604419,81.81675
481,80.62,61.615558,81.81675
482,80.62,61.626651,81.81675
483,80.62,61.637699,81.81675
484,80.62,61.6487,81.81675
485,80.62,61.659657,81.81675
486,80.62,61.670568,81.81675
487,80.62,61.681434,81.81675
488,80.62,61.692256,81.81675
489,80.62,61.703033,81.81675
490,73.07,61.713767,81.81675
491,73.07,61.711867,81.81675
492,73.07,61.709974,81.81675
493,73.07,61.70809,81.81675
494,73.07,61.706212,81.81675
495,65.51,61.704343,81.81675
496,65.51,61.690018,81.81675
497,65.51,61.67575,81.81675
498,65.51,61.66154,81.81675
499,65.51,61.647387,81.81675
500,65.51,61.63329,81.81675
501,65.51,61.61925,81.81675
502,65.51,61.605265,81.81675
503,65.51,61.591336,81.81675
504,65.51,61.577463,81.81675
505,65.51,61.563644,81.81675
506,65.51,61.54988,81.81675
507,65.51,61.53617,81.81675
508,65.51,61.522515,81.81675
509,65.51,61.508913,81.81675
510,65.51,61.495364,81.81675
511,65.51,61.481868,81.81675
512,65.51,61.468425,81.81675
513,65.51,61.455035,81.81675
514,65.51,61.441696,81.81675
515,65.51,61.42841,81.81675
516,65.51,61.415174,81.81675
517,65.51,61.40199,81.81675
518,65.51,61.388857,81.81675
519,65.51,61.375775,81.81675
520,76.93,61.362743,81.81675
521,76.93,61.367698,81.81675
522,76.93,61.372634,81.81675
523,76.93,61.377551,81.81675
524,76.93,61.38245,81.81675
525,76.93,61.38733,81.81675
526,76.93,61.392191,81.81675
527,76.93,61.397034,81.81675
528,76.93,61.401858,81.81675
529,76.93,61.406664,81.81675
530,76.93,61.411452,81.81675
531,76.93,61.416222,81.81675
532,76.93,61.420975,81.81675
533,76.93,61.425709,81.81675
534,76.93,61.430425,81.81675
535,76.93,61.435124,81.81675
536,76.93,61.439806,81.81675
537,76.93,61.44447,81.81675
538,76.93,61.449116,81.81675
539,76.93,61.453746,81.81675
540,76.93,61.458358,81.81675
541,76.93,61.462953,81.81675
542,76.93,61.467531,81.81675
543,76.93,61.472093,81.81675
544,76.93,61.476637,81.81675
545,76.93,61.481165,81.81675
546,76.93,61.485677,81.81675
547,76.93,61.490171,81.81675
548,88.36,61.49465,81.81675
549,88.36,61.516134,81.81675
550,88.36,61.537541,81.81675
551,88.36,61.558869,81.81675
552,88.36,61.580121,81.81675
553,88.36,61.601295,81.81675
554,88.36,61.622393,81.81675
555,88.36,61.643416,81.81675
556,88.36,61.664362,81.81675
557,88.36,61.685233,81.81675
558,88.36,61.70603,81.81675
559,88.36,61.726752,81.81675
560,88.36,61.7474,81.81675
561,88.36,61.767974,81.81675
562,88.36,61.788475,81.81675
563,88.36,61.808904,81.81675
564,88.36,61.82926,81.81675
565,88.36,61.849543,81.81675
566,96.36,61.869756,81.81675
567,96.36,61.90144,81.81675
568,96.36,61.933014,81.81675
569,96.36,61.964476,81.81675
570,96.36,61.995827,81.81675
571,96.36,62.027069,81.81675
572,96.36,62.058202,81.81675
573,96.36,62.089226,81.81675
574,96.36,62.120142,81.81675
575,96.36,62.150951,81.81675
576,96.36,62.181652,81.81675
577,96.36,62.212247,81.81675
578,96.36,62.242736,81.81675
579,96.36,62.27312,81.81675
580,96.36,62.303399,81.81675
581,96.36,62.333574,81.81675
582,96.36,62.363645,81.81675
583,96.36,62.393613,81.81675
584,96.36,62.423478,81.81675
585,96.36,62.453242,81.81675
586,96.36,62.482903,81.81675
587,96.36,62.512464,81.81675
588,96.36,62.541924,81.81675
589,96.36,62.571284,81.81675
590,96.36,62.600545,81.81675
591,96.36,62.629706,81.81675
592,96.36,62.658769,81.81675
593,96.36,62.687734,81.81675
594,96.36,62.716601,81.81675
595,96.36,62.745372,81.81675
596,96.36,62.774046,81.81675
597,96.36,62.802623,81.81675
598,96.36,62.831106,81.81675
599,96.36,62.859493,81.81675
600,96.36,62.887785,81.81675
601,96.36,62.915984,81.81675
602,96.36,62.944088,81.81675
603,96.36,62.9721,81.81675
604,96.36,63.000018,81.81675
605,96.36,63.027845,81.81675
606,96.36,63.055579,81.81675
607,96.36,63.083222,81.81675
608,96.36,63.110775,81.81675
609,96.36,63.138236,81.81675
610,96.36,63.165608,81.81675
611,96.36,63.19289,81.81675
612,96.36,63.220083,81.81675
613,96.36,63.247188,81.81675
614,96.36,63.274203,81.81675
615,96.36,63.301132,81.81675
616,96.36,63.327972,81.81675
617,96.36,63.354726,81.81675
618,96.36,63.381393,81.81675
619,96.36,63.407974,81.81675
620,96.36,63.434469,81.81675
621,96.36,63.460879,81.81675
622,96.36,63.487204,81.81675
623,96.36,63.513444,81.81675
624,96.36,63.539601,81.81675
625,96.36,63.565673,81.81675
626,96.36,63.591663,81.81675
627,96.36,63.617569,81.81675
628,96.36,63.643393,81.81675
629,96.36,63.669135,81.81675
630,96.36,63.694795,81.81675
631,96.36,63.720373,81.81675
632,96.36,63.745871,81.81675
633,96.36,63.771289,81.81675
634,88.13,63.796626,81.81675
635,88.13,63.811289,81.81675
636,88.13,63.825906,81.81675
637,88.13,63.840477,81.81675
638,88.13,63.855003,81.81675
639,88.13,63.869483,81.81675
640,88.13,63.883918,81.81675
641,88.13,63.898308,81.81675
642,88.13,63.912653,81.81675
643,88.13,63.926953,81.81675
644,79.91,63.941209,81.81675
645,79.91,63.944992,81.81675
646,79.91,63.948762,81.81675
647,79.91,63.952521,81.81675
648,79.91,63.956268,81.81675
649,79.91,63.960004,81.81675
650,79.91,63.963728,81.81675
651,79.91,63.96744,81.81675
652,79.91,63.971142,81.81675
653,79.91,63.974831,81.81675
654,79.91,63.97851,81.81675
655,79.91,63.982178,81.81675
656,79.91,63.985834,81.81675
657,79.91,63.989479,81.81675
658,79.91,63.993113,81.81675
659,79.91,63.996736,81.81675
660,71.69,64.000348,81.81675
661,71.69,63.993772,81.81675
662,71.69,63.987216,81.81675
663,71.69,63.980679,81.81675
664,71.69,63.974162,81.81675
665,71.69,63.967665,81.81675
666,71.69,63.961187,81.81675
667,71.69,63.954729,81.81675
668,71.69,63.94829,81.81675
669,71.69,63.94187,81.81675
670,71.69,63.93547,81.81675
671,71.69,63.929089,81.81675
672,71.69,63.922726,81.81675
673,71.69,63.916383,81.81675
674,71.69,63.910058,81.81675
675,71.69,63.903752,81.81675
676,71.69,63.897464,81.81675
677,71.69,63.891196,81.81675
678,71.69,63.884945,81.81675
679,71.69,63.878714,81.81675
680,71.69,63.8725,81.81675
681,71.69,63.866305,81.81675
682,71.69,63.860128,81.81675
683,71.69,63.853969,81.81675
684,81.16,63.847828,81.81675
685,81.16,63.853012,81.81675
686,81.16,63.85818,81.81675
687,81.16,63.863334,81.81675
688,81.16,63.868473,81.81675
689,81.16,63.873597,81.81675
690,81.16,63.878706,81.81675
691,81.16,63.8838,81.81675
692,81.16,63.88888,81.81675
693,81.16,63.893945,81.81675
694,81.16,63.898995,81.81675
695,81.16,63.904031,81.81675
696,81.16,63.909052,81.81675
697,81.16,63.914059,81.81675
698,81.16,63.919051,81.81675
699,81.16,63.92403,81.81675
700,81.16,63.928994,81.81675
701,81.16,63.933943,81.81675
702,81.16,63.938879,81.81675
703,81.16,63.943801,81.81675
704,81.16,63.948709,81.81675
705,81.16,63.953602,81.81675
706,81.16,63.958482,81.81675
707,81.16,63.963349,81.81675
708,81.16,63.968201,81.81675
709,81.16,63.97304,81.81675
710,89.16,63.977865,81.81675
711,89.16,63.991882,81.81675
712,89.16,64.00586,81.81675
713,89.16,64.019799,81.81675
714,98.62,64.033698,81.81675
715,98.62,64.058392,81.81675
716,98.62,64.083016,81.81675
717,98.62,64.107572,81.81675
718,98.62,64.132059,81.81675
719,98.62,64.156479,81.81675
720,98.62,64.18083,81.81675
721,98.62,64.205114,81.81675
722,98.62,64.22933,81.81675
723,98.62,64.25348,81.81675
724,98.62,64.277563,81.81675
725,98.62,64.301579,81.81675
726,98.62,64.32553,81.81675
727,98.62,64.349414,81.81675
728,98.62,64.373233,81.81675
729,98.62,64.396986,81.81675
730,98.62,64.420675,81.81675
731,98.62,64.444298,81.81675
732,98.62,64.467857,81.81675
733,98.62,64.491352,81.81675
734,98.62,64.514783,81.81675
735,98.62,64.53815,81.81675
736,98.62,64.561453,81.81675
737,98.62,64.584693,81.81675
738,98.62,64.607871,81.81675
739,98.62,64.630985,81.81675
740,98.62,64.654037,81.81675
741,98.62,64.677027,81.81675
742,98.62,64.699955,81.81675
743,98.62,64.722821,81.81675
744,98.62,64.745626,81.81675
745,98.62,64.768369,81.81675
746,98.62,64.791052,81.81675
747,98.62,64.813673,81.81675
748,98.62,64.836235,81.81675
749,98.62,64.858736,81.81675
750,98.62,64.881177,81.81675
751,86.62,64.903558,81.81675
752,86.62,64.912824,81.81675
753,86.62,64.922065,81.81675
754,86.62,64.931282,81.81675
755,86.62,64.940474,81.81675
756,86.62,64.949642,81.81675
757,86.62,64.958786,81.81675
758,86.62,64.967906,81.81675
759,86.62,64.977001,81.81675
760,86.62,64.986073,81.81675
761,86.62,64.995121,81.81675
762,86.62,65.004145,81.81675
763,86.62,65.013145,81.81675
764,86.62,65.022122,81.81675
765,86.62,65.031076,81.81675
766,86.62,65.040006,81.81675
767,86.62,65.048912,81.81675
768,86.62,65.057796,81.81675
769,86.62,65.066656,81.81675
770,86.62,65.075494,81.81675
771,86.62,65.084308,81.81675
772,86.62,65.0931,81.81675
773,86.62,65.101869,81.81675
774,86.62,65.110615,81.81675
775,86.62,65.119339,81.81675
776,86.62,65.12804,81.81675
777,86.62,65.136719,81.81675
778,86.62,65.145376,81.81675
779,86.62,65.15401,81.81675
780,86.62,65.162622,81.81675
781,86.62,65.171212,81.81675
782,74.62,65.17978,81.81675
783,74.62,65.175787,81.81675
784,74.62,65.171805,81.81675
785,74.62,65.167833,81.81675
786,74.62,65.16387,81.81675
787,74.62,65.159918,81.81675
788,74.62,65.155976,81.81675
789,74.62,65.152044,81.81675
790,74.62,65.148121,81.81675
791,74.62,65.144209,81.81675
792,74.62,65.140307,81.81675
793,74.62,65.136414,81.81675
794,74.62,65.132531,81.81675
795,66.62,65.128658,81.81675
796,66.62,65.116572,81.81675
797,66.62,65.104516,81.81675
798,66.62,65.092491,81.81675
799,57.78,65.080495,81.81675
800,57.78,65.059485,81.81675
801,57.78,65.038526,81.81675
802,57.78,65.01762,81.81675
803,57.78,64.996766,81.81675
804,57.78,64.975964,81.81675
805,57.78,64.955214,81.81675
806,57.78,64.934515,81.81675
807,57.78,64.913868,81.81675
808,57.78,64.893271,81.81675
809,57.78,64.872725,81.81675
810,57.78,64.852231,81.81675
811,57.78,64.831786,81.81675
812,57.78,64.811392,81.81675
813,57.78,64.791049,81.81675
814,57.78,64.770755,81.81675
815,57.78,64.750511,81.81675
816,57.78,64.730316,81.81675
817,57.78,64.710171,81.81675
818,57.78,64.690076,81.81675
819,57.78,64.670029,81.81675
820,57.78,64.650031,81.81675
821,57.78,64.630082,81.81675
822,57.78,64.610182,81.81675
823,57.78,64.59033,81.81675
824,57.78,64.570526,81.81675
825,57.78,64.55077,81.81675
826,57.78,64.531062,81.81675
827,57.78,64.511402,81.81675
828,57.78,64.491789,81.81675
829,67.24,64.472223,81.81675
830,67.24,64.462036,81.81675
831,67.24,64.451874,81.81675
832,67.24,64.441736,81.81675
833,67.24,64.431623,81.81675
834,67.24,64.421534,81.81675
835,67.24,64.411468,81.81675
836,67.24,64.401428,81.81675
837,67.24,64.391411,81.81675
838,78.67,64.381417,81.81675
839,78.67,64.382587,81.81675
840,78.67,64.383753,81.81675
841,78.67,64.384917,81.81675
842,78.67,64.386078,81.81675
843,78.67,64.387237,81.81675
844,78.67,64.388392,81.81675
845,78.67,64.389545,81.81675
846,78.67,64.390695,81.81675
847,78.67,64.391842,81.81675
848,86.18,64.392987,81.81675
849,86.18,64.401367,81.81675
850,86.18,64.409728,81.81675
851,86.18,64.418069,81.81675
852,86.18,64.42639,81.81675
853,86.18,64.434692,81.81675
854,86.18,64.442974,81.81675
855,86.18,64.451237,81.81675
856,86.18,64.459481,81.81675
857,86.18,64.467706,81.81675
858,86.18,64.475911,81.81675
859,86.18,64.484097,81.81675
860,86.18,64.492264,81.81675
861,86.18,64.500412,81.81675
862,86.18,64.508542,81.81675
863,86.18,64.516652,81.81675
864,86.18,64.524744,81.81675
865,86.18,64.532817,81.81675
866,86.18,64.540871,81.81675
867,86.18,64.548907,81.81675
868,95.02,64.556924,81.81675
869,95.02,64.57325,81.81675
870,95.02,64.589538,81.81675
871,95.02,64.605789,81.81675
872,95.02,64.622003,81.81675
